| Drug Name | Sagace URL |
|GRI|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=GRI|
|HTR3|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=HTR3|
|P2RX|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=P2RX|
|ZACN|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=ZACN|
|LILR|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=LILR|
|LTBP|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=LTBP|
|LYRM|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=LYRM|
|MAP2K|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=MAP2K|
|MAP3K|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=MAP3K|
|MAP4K|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=MAP4K|
|MAPK|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=MAPK|
|MARCH|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=MARCH|
|MEF2|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=MEF2|
|MEX3|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=MEX3|
|MITOAF|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=MITOAF|
|MOB|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=MOB|
|MROH|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=MROH|
|MRPL|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=MRPL|
|MRPO|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=MRPO|
|MRPS|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=MRPS|
|MT|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=MT|
|MUC|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=MUC|
|MXD|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=MXD|
|MYBP|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=MYBP|
|NAA|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=NAA|
|NALCN|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=NALCN|
|NBPF|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=NBPF|
|NECAB|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=NECAB|
|NFAT|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=NFAT|
|NKAIN|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=NKAIN|
|NLR|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=NLR|
|NR|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=NR|
|NSUN|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=NSUN|
|NTN|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=NTN|
|NUDT|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=NUDT|
|OR1|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=OR1|
|OR10|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=OR10|
|OR11|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=OR11|
|OR12|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=OR12|
|OR13|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=OR13|
|OR14|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=OR14|
|OR2|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=OR2|
|OR3|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=OR3|
|OR4|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=OR4|
|OR5|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=OR5|
|OR51|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=OR51|
|OR52|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=OR52|
|OR55|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=OR55|
|OR56|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=OR56|
|OR6|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=OR6|
|OR7|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=OR7|
|OR8|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=OR8|
|OR9|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=OR9|
|ORAI|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=ORAI|
|OSBP|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=OSBP|
|OTUD|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=OTUD|
|P2R|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=P2R|
|PADI|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=PADI|
|PANX|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=PANX|
|PAR1|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=PAR1|
|PAR2|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=PAR2|
|PARK|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=PARK|
|PARP|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=PARP|
|PARV|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=PARV|
|PATE|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=PATE|
|PAX|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=PAX|
|PCGF|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=PCGF|
|PDE|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=PDE|
|PDI|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=PDI|
|PELI|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=PELI|
|PHACTR|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=PHACTR|
|PHF|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=PHF|
|PIG|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=PIG|
|PLEKH|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=PLEKH|
|PLIN|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=PLIN|
|PLXN|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=PLXN|
|PNMA|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=PNMA|
|PNPLA|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=PNPLA|
|POL|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=POL|
|POLR|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=POLR|
|PON|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=PON|
|POTE|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=POTE|
|CTD|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=CTD|
|PPM|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=PPM|
|PPP|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=PPP|
|PPP1R|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=PPP1R|
|PPP2R|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=PPP2R|
|PPP3R|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=PPP3R|
|PPP4R|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=PPP4R|
|PPP6R|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=PPP6R|
|PRMT|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=PRMT|
|PRRT|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=PRRT|
|PRSS|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=PRSS|
|TMPRSS|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=TMPRSS|
|PSM|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=PSM|
|PTAR|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=PTAR|
|DUSPA|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=DUSPA|
|DUSPC|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=DUSPC|
|DUSPM|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=DUSPM|
|DUSPP|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=DUSPP|
|DUSPQ|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=DUSPQ|
|DUSPS|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=DUSPS|
|DUSPT|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=DUSPT|
|PTP2|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=PTP2|
|PTP3|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=PTP3|
|PTPE|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=PTPE|
|PTPN|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=PTPN|
|PTPR|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=PTPR|
|PYG|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=PYG|
|RAB|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=RAB|
|RAMP|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=RAMP|
|RBM|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=RBM|
|REEP|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=REEP|
|RGS|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=RGS|
|RNASE|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=RNASE|
|RNF|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=RNF|
|RPL|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=RPL|
|RPS|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=RPS|
|RPUSD|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=RPUSD|
|RTP|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=RTP|
|RYR|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=RYR|
|S100|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=S100|
|SAMD|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=SAMD|
|SASH|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=SASH|
|SC|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=SC|
|SCAMP|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=SCAMP|
|SCGB|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=SCGB|
|SCNN|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=SCNN|
|SDRA|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=SDRA|
|SDRC1|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=SDRC1|
|SDRC2|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=SDRC2|
|SDRC3|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=SDRC3|
|SDRE|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=SDRE|
|SEMA|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=SEMA|
|SEPT|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=SEPT|
|SERPIN|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=SERPIN|
|SFRP|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=SFRP|
|SFXN|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=SFXN|
|SGSM|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=SGSM|
|SH2D|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=SH2D|
|SHISA|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=SHISA|
|SIGLEC|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=SIGLEC|
|SIRP|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=SIRP|
|SKOR|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=SKOR|
|SLC|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=SLC|
|SMAD|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=SMAD|
|SMC|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=SMC|
|SNAI|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=SNAI|
|SNX|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=SNX|
|SOCS|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=SOCS|
|SOX|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=SOX|
|SP|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=SP|
|SPDY|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=SPDY|
|SPINK|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=SPINK|
|SRSF|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=SRSF|
|ST3G|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=ST3G|
|StARD|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=StARD|
|SULT|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=SULT|
|SULTM|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=SULTM|
|SYT|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=SYT|
|TAS1R|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=TAS1R|
|TAS2R|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=TAS2R|
|TBX|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=TBX|
|TCTN|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=TCTN|
|TDRD|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=TDRD|
|TFIIH|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=TFIIH|
|TGM|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=TGM|
|THAP|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=THAP|
|THOC|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=THOC|
|TMCC|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=TMCC|
|TNFRSF|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=TNFRSF|
|TNFSF|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=TNFSF|
|TNRC|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=TNRC|
|TPM|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=TPM|
|TRAS|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=TRAS|
|TRB|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=TRB|
|TRBO|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=TRBO|
|TRD|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=TRD|
|TRG|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=TRG|
|TRAPPC|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=TRAPPC|
|TRIM|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=TRIM|
|TRIMP|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=TRIMP|
|TSEN|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=TSEN|
|TSHZ|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=TSHZ|
|TSPAN|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=TSPAN|
|TTC|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=TTC|
|TTLL|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=TTLL|
|TUB|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=TUB|
|UBE1|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=UBE1|
|UBE2|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=UBE2|
|UBOX|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=UBOX|
|UBQLN|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=UBQLN|
|UBR|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=UBR|
|UBXN|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=UBXN|
|UGT|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=UGT|
|USP|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=USP|
|VAMP|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=VAMP|
|VDAC|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=VDAC|
|CACN1|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=CACN1|
|CATSPER|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=CATSPER|
|CNG|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=CNG|
|HVCN|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=HVCN|
|KCa|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=KCa|
|KCNJ|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=KCNJ|
|KCNK|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=KCNK|
|Kv|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=Kv|
|SCN|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=SCN|
|TPCN|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=TPCN|
|TRP|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=TRP|
|VNN|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=VNN|
|VN1R|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=VN1R|
|VN2R|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=VN2R|
|VSET|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=VSET|
|WASH|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=WASH|
|WDR|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=WDR|
|WFDC|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=WFDC|
|WNT|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=WNT|
|WWC|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=WWC|
|XPO|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=XPO|
|YIPF|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=YIPF|
|ZBED|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=ZBED|
|ZC2HC|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=ZC2HC|
|ZC3H|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=ZC3H|
|ZCCHC|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=ZCCHC|
|ZDBF|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=ZDBF|
|ZDHHC|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=ZDHHC|
|DNLZ|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=DNLZ|
|FLYWCH|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=FLYWCH|
|ZC4H2|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=ZC4H2|
|ZFAND|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=ZFAND|
|ZFC3H1|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=ZFC3H1|
|ZFYVE|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=ZFYVE|
|ZMAT|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=ZMAT|
|ZMIZ|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=ZMIZ|
|ZMYM|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=ZMYM|
|ZMYND|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=ZMYND|
|ZNF|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=ZNF|
|ZNHIT|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=ZNHIT|
|ZP|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=ZP|
|ZRANB|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=ZRANB|
|ZSWIM|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=ZSWIM|
|ZYG11|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=ZYG11|
|ZZZ|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=ZZZ|
|bloodgroup|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=bloodgroup|
|complement|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=complement|
|HIST|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=HIST|
|RIH|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=RIH|
|CERS|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=CERS|
|CUT|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=CUT|
|HNF|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=HNF|
|HOXL|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=HOXL|
|LIM|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=LIM|
|NKL|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=NKL|
|POU|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=POU|
|PRD|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=PRD|
|PROX|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=PROX|
|SIX|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=SIX|
|TALE|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=TALE|
|ZFHX|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=ZFHX|
|LCN|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=LCN|
|FATP|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=FATP|
|comI|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=comI|
|comII|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=comII|
|comIII|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=comIII|
|comIV|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=comIV|
|MYHII|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=MYHII|
|MYL|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=MYL|
|MYOI|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=MYOI|
|MYOIII|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=MYOIII|
|MYOIX|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=MYOIX|
