| Drug Name | Sagace URL |
|MYOV|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=MYOV|
|MYOVI|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=MYOVI|
|MYOVII|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=MYOVII|
|MYOX|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=MYOX|
|MYOXIX|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=MYOXIX|
|MYOXV|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=MYOXV|
|MYOXVI|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=MYOXVI|
|MYOXVIII|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=MYOXVIII|
|COLPG|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=COLPG|
|CSPG|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=CSPG|
|ECMPG|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=ECMPG|
|GPC|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=GPC|
|HYALECTAN|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=HYALECTAN|
|SDC|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=SDC|
|SLRR|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=SLRR|
|LNCRNA|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=LNCRNA|
|MIR|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=MIR|
|MISCRNA|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=MISCRNA|
|PIRC|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=PIRC|
|RNY|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=RNY|
|RRNA|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=RRNA|
|SNORD|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=SNORD|
|SNORA|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=SNORA|
|SCARNA|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=SCARNA|
|MTTRNA|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=MTTRNA|
|TRNA|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=TRNA|
|VAULT|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=VAULT|
|scRNA|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=scRNA|
|snRNA|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=snRNA|
|ATXN|http://sagace.nibio.go.jp/cgi-bin/sagace/search.cgi?action=search&keyword=ATXN|
