| Gene Symbol | Targetmine URL |
|:----------:|:------------:|
|Fmgty8|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Fmgty8|
|Fmgty9|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Fmgty9|
|Fmn1|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Fmn1|
|FMN1|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=FMN1|
|Fmn2|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Fmn2|
|FMN2|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=FMN2|
|Fmnl1|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Fmnl1|
|FMNL1|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=FMNL1|
|Fmnl2|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Fmnl2|
|FMNL2|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=FMNL2|
|Fmnl3|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Fmnl3|
|FMNL3|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=FMNL3|
|Fmo1|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Fmo1|
|FMO1|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=FMO1|
|FMO10P|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=FMO10P|
|FMO11P|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=FMO11P|
|Fmo13|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Fmo13|
|Fmo2|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Fmo2|
|FMO2|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=FMO2|
|Fmo3|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Fmo3|
|FMO3|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=FMO3|
|Fmo4|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Fmo4|
|FMO4|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=FMO4|
|Fmo5|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Fmo5|
|FMO5|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=FMO5|
|Fmo6|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Fmo6|
|FMO6P|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=FMO6P|
|FMO7P|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=FMO7P|
|FMO8P|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=FMO8P|
|Fmo9|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Fmo9|
|FMO9P|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=FMO9P|
|Fmod|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Fmod|
|FMOD|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=FMOD|
|Fmr1|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Fmr1|
|FMR1|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=FMR1|
|FMR1-AS1|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=FMR1-AS1|
|Fmr1nb|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Fmr1nb|
|FMR1NB|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=FMR1NB|
|FMR3|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=FMR3|
|FMTLE|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=FMTLE|
|Fmtq1|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Fmtq1|
|Fmtq10|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Fmtq10|
|Fmtq11|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Fmtq11|
|Fmtq12|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Fmtq12|
|Fmtq13|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Fmtq13|
|Fmtq14|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Fmtq14|
|Fmtq15|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Fmtq15|
|Fmtq16|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Fmtq16|
|Fmtq17|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Fmtq17|
|Fmtq18|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Fmtq18|
|Fmtq19|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Fmtq19|
|Fmtq2|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Fmtq2|
|Fmtq20|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Fmtq20|
|Fmtq21|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Fmtq21|
|Fmtq3|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Fmtq3|
|Fmtq4|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Fmtq4|
|Fmtq5|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Fmtq5|
|Fmtq6|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Fmtq6|
