| Gene Symbol | Targetmine URL |
|:----------:|:------------:|
|Axtq2|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Axtq2|
|Axtq3|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Axtq3|
|Axtrb1|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Axtrb1|
|Axtrb2|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Axtrb2|
|Axtrb3|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Axtrb3|
|Axtrb4|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Axtrb4|
|Axtrb5|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Axtrb5|
|AY036118|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=AY036118|
|AY074887|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=AY074887|
|AY339874|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=AY339874|
|AY358078|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=AY358078|
|AY512915|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=AY512915|
|AY512931|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=AY512931|
|AY512949|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=AY512949|
|AY702102|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=AY702102|
|AY702103|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=AY702103|
|AY761184|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=AY761184|
|AY761185|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=AY761185|
|Aym1|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Aym1|
|Azdm1|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Azdm1|
|Azdm2|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Azdm2|
|Azdm3|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Azdm3|
|Azdm4|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Azdm4|
|Azdm5|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Azdm5|
|AZF1|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=AZF1|
|AZFP|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=AZFP|
|Azgp1|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Azgp1|
|AZGP1|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=AZGP1|
