| Generic Name | Targetmine URL |
|Uridine-5'-Diphosphate|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Uridine-5'-Diphosphate|
|Gallichrome|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Gallichrome|
|2-{1-[2-(2-Amino-Thiazol-4-Yl)-2-Methoxyimino-Acetylamino]-2-Oxo-Ethyl}-5,5-Dimethyl-Thiazolidine-4-Carboxylic Acid|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=2-{1-[2-(2-Amino-Thiazol-4-Yl)-2-Methoxyimino-Acetylamino]-2-Oxo-Ethyl}-5,5-Dimethyl-Thiazolidine-4-Carboxylic+Acid|
|Lysophosphatidylglycerol|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Lysophosphatidylglycerol|
|4,6-Dideoxy-4-Amino-Alpha-D-Glucose|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=4,6-Dideoxy-4-Amino-Alpha-D-Glucose|
|N-Hexadecanoylglycine|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=N-Hexadecanoylglycine|
|2-Benzyl-3-Iodopropanoic Acid|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=2-Benzyl-3-Iodopropanoic+Acid|
|2-[5-Hydroxy-3-Methyl-1-(2-Methyl-4-Sulfo-Phenyl)-1h-Pyrazol-4-Ylazo]-4-Sulfo-Benzoic Acid|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=2-[5-Hydroxy-3-Methyl-1-(2-Methyl-4-Sulfo-Phenyl)-1h-Pyrazol-4-Ylazo]-4-Sulfo-Benzoic+Acid|
|Bis(5-Amidino-Benzimidazolyl)Methanone Zinc|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Bis(5-Amidino-Benzimidazolyl)Methanone+Zinc|
|(3e)-6'-Bromo-2,3'-Biindole-2',3(1h,1'h)-Dione 3-Oxime|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=(3e)-6'-Bromo-2,3'-Biindole-2',3(1h,1'h)-Dione+3-Oxime|
|Tazobactam Trans-Enamine Intermediate|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Tazobactam+Trans-Enamine+Intermediate|
|3-Benzylaminocarbonylphenyl-Alpha-D-Galactoside|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=3-Benzylaminocarbonylphenyl-Alpha-D-Galactoside|
|Uridylyl-2'-5'-Phospho-Adenosine|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Uridylyl-2'-5'-Phospho-Adenosine|
|2'-Deoxyuridine 3'-Monophosphate|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=2'-Deoxyuridine+3'-Monophosphate|
|N-(4-(2-((3-Chlorophenylmethyl)Amino)Ethyl)Phenyl)-2-Thiophecarboxamidine|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=N-(4-(2-((3-Chlorophenylmethyl)Amino)Ethyl)Phenyl)-2-Thiophecarboxamidine|
|Cephalothin Group|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Cephalothin+Group|
|1alpha,25-Dihydroxyl-20-Epi-22-Oxa-24,26,27-Trihomovitamin D3|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=1alpha,25-Dihydroxyl-20-Epi-22-Oxa-24,26,27-Trihomovitamin+D3|
|3-Trimethylsilylsuccinic Acid|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=3-Trimethylsilylsuccinic+Acid|
|(R)-N-[2-[1-(Aminoiminomethyl)-3-Piperidinyl]-1-Oxoethyl]-4-(Phenylethynyl)-L-Phenylalanine Methylester|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=(R)-N-[2-[1-(Aminoiminomethyl)-3-Piperidinyl]-1-Oxoethyl]-4-(Phenylethynyl)-L-Phenylalanine+Methylester|
|3-Methyl-Benzene-1,2-Diol|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=3-Methyl-Benzene-1,2-Diol|
|(1h-Indol-3-Yl)-(2-Mercapto-Ethoxyimino)-Acetic Acid|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=(1h-Indol-3-Yl)-(2-Mercapto-Ethoxyimino)-Acetic+Acid|
|N2-[(Benzyloxy)Carbonyl]-N1-[(3s)-1-Cyanopyrrolidin-3-Yl]-L-Leucinamide|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=N2-[(Benzyloxy)Carbonyl]-N1-[(3s)-1-Cyanopyrrolidin-3-Yl]-L-Leucinamide|
|N(4)-adenosyl-N(4)-methyl-2,4-diaminobutanoic acid|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=N(4)-adenosyl-N(4)-methyl-2,4-diaminobutanoic+acid|
|N-(Phosphonacetyl)-L-Aspartic Acid|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=N-(Phosphonacetyl)-L-Aspartic+Acid|
|Violaxanthin|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Violaxanthin|
|2'-Monophosphoadenosine 5'-Diphosphoribose|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=2'-Monophosphoadenosine+5'-Diphosphoribose|
|Thymine|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Thymine|
|Para-Xylene|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Para-Xylene|
|Formycin-5'-Monophosphate|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Formycin-5'-Monophosphate|
|2-Phospho-D-Glyceric Acid|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=2-Phospho-D-Glyceric+Acid|
|BMS184394|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=BMS184394|
|Naringenin|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Naringenin|
|1,2,3,4-Tetrahydro-Isoquinoline-7-Sulfonic Acid Amide|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=1,2,3,4-Tetrahydro-Isoquinoline-7-Sulfonic+Acid+Amide|
|Heme D|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Heme+D|
|Trypanothione|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Trypanothione|
|6-Phenyl-4(R)-(7-Phenyl-Heptanoylamino)-Hexanoic Acid|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=6-Phenyl-4(R)-(7-Phenyl-Heptanoylamino)-Hexanoic+Acid|
|Cyclohexyl-Hexyl-Beta-D-Maltoside|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Cyclohexyl-Hexyl-Beta-D-Maltoside|
|N5-Methylglutamine|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=N5-Methylglutamine|
|Reactive Red 1 Dye|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Reactive+Red+1+Dye|
|S,S-Propylthiocysteine|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=S,S-Propylthiocysteine|
|1-[4-Carboxy-2-(3-Pentylamino)Phenyl]-5,5'-Di(Hydroxymethyl)Pyrrolidin-2-One|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=1-[4-Carboxy-2-(3-Pentylamino)Phenyl]-5,5'-Di(Hydroxymethyl)Pyrrolidin-2-One|
|Trans-6-(2-Phenylcyclopropyl)-Naphthalene-2-Carboxamidine|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Trans-6-(2-Phenylcyclopropyl)-Naphthalene-2-Carboxamidine|
|1-Phenylsulfonamide-3-Trifluoromethyl-5-Parabromophenylpyrazole|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=1-Phenylsulfonamide-3-Trifluoromethyl-5-Parabromophenylpyrazole|
|2'-O-Acetyl Adenosine-5-Diphosphoribose|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=2'-O-Acetyl+Adenosine-5-Diphosphoribose|
|8,9,10-Trihydroxy-7-Hydroxymethyl-3-Methyl-6-Oxa-1,3-Diaza-Spiro[4.5]Decane-2,4-Dione|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=8,9,10-Trihydroxy-7-Hydroxymethyl-3-Methyl-6-Oxa-1,3-Diaza-Spiro[4.5]Decane-2,4-Dione|
|Brequinar Analog|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Brequinar+Analog|
|5,10-Dimethylene Tetrahydromethanopterin|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=5,10-Dimethylene+Tetrahydromethanopterin|
|8-Demethyl-8-Dimethylamino-Flavin-Adenine-Dinucleotide|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=8-Demethyl-8-Dimethylamino-Flavin-Adenine-Dinucleotide|
|4-Benzoylamino-4-{1-{1-Carbamoyl-2-[4-(Difluoro-Phosphono-Methyl)-Phenyl]-Ethylcarbamoyl}-2-[4-(Difluoro-Phosphono-Methyl)-Phenyl]-Ethylcarbamoyl}-Butyric Acid|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=4-Benzoylamino-4-{1-{1-Carbamoyl-2-[4-(Difluoro-Phosphono-Methyl)-Phenyl]-Ethylcarbamoyl}-2-[4-(Difluoro-Phosphono-Methyl)-Phenyl]-Ethylcarbamoyl}-Butyric+Acid|
|L-Alpha-Glycerophosphorylethanolamine|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=L-Alpha-Glycerophosphorylethanolamine|
|Alpha-D-Fucose|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Alpha-D-Fucose|
|Phosphomethylphosphonic Acid Guanosyl Ester|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Phosphomethylphosphonic+Acid+Guanosyl+Ester|
|3-Aminosuccinimide|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=3-Aminosuccinimide|
|Uridine-5'-Diphosphate-2-Deoxy-2-Fluoro-Alpha-D-Galactose|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Uridine-5'-Diphosphate-2-Deoxy-2-Fluoro-Alpha-D-Galactose|
|2-Keto-3-Deoxygluconate|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=2-Keto-3-Deoxygluconate|
|3-Pyridin-4-Yl-2,4-Dihydro-Indeno[1,2-.C.]Pyrazole|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=3-Pyridin-4-Yl-2,4-Dihydro-Indeno[1,2-.C.]Pyrazole|
|2'-Deoxyguanosine-5'-Diphosphate|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=2'-Deoxyguanosine-5'-Diphosphate|
|Lambda-Bis(2,2'-Bipyridine)Imidazole Osmium (Ii)|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Lambda-Bis(2,2'-Bipyridine)Imidazole+Osmium+(Ii)|
|7-Methylguanosine|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=7-Methylguanosine|
|CRA_10950|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=CRA_10950|
|4,6-Dideoxy-4-{[4,5,6-Trihydroxy-3-(Hydroxymethyl)Cyclohex-2-En-1-Yl]Amino}-Alpha-D-Lyxo-Hexopyranosyl-(1->4)-Alpha-D-Threo-Hexopyranosyl-(1->6)-Alpha-L-Threo-Hexopyranose|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=4,6-Dideoxy-4-{[4,5,6-Trihydroxy-3-(Hydroxymethyl)Cyclohex-2-En-1-Yl]Amino}-Alpha-D-Lyxo-Hexopyranosyl-(1->4)-Alpha-D-Threo-Hexopyranosyl-(1->6)-Alpha-L-Threo-Hexopyranose|
|Flavopiridol|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Flavopiridol|
|O-Sulfo-L-Serine|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=O-Sulfo-L-Serine|
|Mercaptomethyl Phosphonate|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Mercaptomethyl+Phosphonate|
|Malate Ion|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Malate+Ion|
|Tricosanoic Acid|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Tricosanoic+Acid|
|Uridine Diphosphate Galactose|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Uridine+Diphosphate+Galactose|
|(4s)-4-{[(2s)-2-Amino-3-Oxopropyl]Sulfanyl}-L-Homoserinate|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=(4s)-4-{[(2s)-2-Amino-3-Oxopropyl]Sulfanyl}-L-Homoserinate|
|4-Acetyl-4-Guanidino-6-Methyl(Propyl)Carboxamide-4,5-Dihydro-2h-Pyran-2-Carboxylic Acid|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=4-Acetyl-4-Guanidino-6-Methyl(Propyl)Carboxamide-4,5-Dihydro-2h-Pyran-2-Carboxylic+Acid|
|9-Butyl-8-(2-Chloro-3,4,5-Trimethoxy-Benzyl)-9h-Purin-6-Ylamine|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=9-Butyl-8-(2-Chloro-3,4,5-Trimethoxy-Benzyl)-9h-Purin-6-Ylamine|
|2,6-Diaminoquinazolin-4(3h)-One|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=2,6-Diaminoquinazolin-4(3h)-One|
|9-Deazaadenine|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=9-Deazaadenine|
|6-[3-(4-Morpholinyl)Propyl]-2-(3-Nitrophenyl)-5-Thioxo-5,6,-Dihydro-7h-Thienol[2',3':4,5]Pyrrolo[1,2-C]Imidazol-7-One|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=6-[3-(4-Morpholinyl)Propyl]-2-(3-Nitrophenyl)-5-Thioxo-5,6,-Dihydro-7h-Thienol[2',3':4,5]Pyrrolo[1,2-C]Imidazol-7-One|
|1-Ethoxy-2-(2-Methoxyethoxy)Ethane|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=1-Ethoxy-2-(2-Methoxyethoxy)Ethane|
|2-(4-Chlorophenyl)-5-Quinoxalinecarboxamide|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=2-(4-Chlorophenyl)-5-Quinoxalinecarboxamide|
|6-O-Phosphoryl Inosine Monophosphate|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=6-O-Phosphoryl+Inosine+Monophosphate|
|Galacturonic Acid|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Galacturonic+Acid|
|Uridine-2',3'-Vanadate|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Uridine-2',3'-Vanadate|
|(S)-2-Amino-3-(4h-Selenolo[3,2-B]-Pyrrol-6-Yl)-Propionic Acid|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=(S)-2-Amino-3-(4h-Selenolo[3,2-B]-Pyrrol-6-Yl)-Propionic+Acid|
|2-Methoxy-4-Vinyl-Phenol|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=2-Methoxy-4-Vinyl-Phenol|
|Equilenin|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Equilenin|
|[Methylthio]Acetate|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=[Methylthio]Acetate|
|(R)-Mevalonate|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=(R)-Mevalonate|
|2-Amino-Pentanoic Acid|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=2-Amino-Pentanoic+Acid|
|6-Chloro-2-Fluoropurine|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=6-Chloro-2-Fluoropurine|
|Aspartic Acid-4-Carboxymethyl Ester|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Aspartic+Acid-4-Carboxymethyl+Ester|
|6-Fluoro-2-(2'-Fluoro-1,1'-Biphenyl-4-Yl)-3-Methylquinoline-4-Carboxylic Acid|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=6-Fluoro-2-(2'-Fluoro-1,1'-Biphenyl-4-Yl)-3-Methylquinoline-4-Carboxylic+Acid|
|N-{3-[4-(3-Amino-Propyl)-Piperazin-1-Yl]-Propyl}-3-(2-Thiophen-2-Yl-Acetylamino)-5-(3,4,5-Trihydroxy-6-Hydroxymethyl-Tetrahydro-Pyran-2-Yloxy)-Benzamide|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=N-{3-[4-(3-Amino-Propyl)-Piperazin-1-Yl]-Propyl}-3-(2-Thiophen-2-Yl-Acetylamino)-5-(3,4,5-Trihydroxy-6-Hydroxymethyl-Tetrahydro-Pyran-2-Yloxy)-Benzamide|
|RU79073|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=RU79073|
|AL5927|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=AL5927|
|9-Beta-D-Xylofuranosyl-Adenine|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=9-Beta-D-Xylofuranosyl-Adenine|
|Acylated Ceftazidime|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Acylated+Ceftazidime|
|Flavin-Adenine Dinucleotide-N5-Isobutyl Ketone|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Flavin-Adenine+Dinucleotide-N5-Isobutyl+Ketone|
|Phosphomethylphosphonic Acid Guanylate Ester|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Phosphomethylphosphonic+Acid+Guanylate+Ester|
|Glycoluril|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Glycoluril|
|3-[(Acetyl-Methyl-Amino)-Methyl]-4-Amino-N-Methyl-N-(1-Methyl-1h-Indol-2-Ylmethyl)-Benzamide|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=3-[(Acetyl-Methyl-Amino)-Methyl]-4-Amino-N-Methyl-N-(1-Methyl-1h-Indol-2-Ylmethyl)-Benzamide|
|Z-Pro-Prolinal|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Z-Pro-Prolinal|
|Benzoyl-Arginine-Alanine-Methyl Ketone|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Benzoyl-Arginine-Alanine-Methyl+Ketone|
|[4-(4-Hydroxy-Benzyl)-2-(2-Hydroxy-1-Methyl-Ethyl)-5-Oxo-Imidazolidin-1-Yl]-Acetic Acid|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=[4-(4-Hydroxy-Benzyl)-2-(2-Hydroxy-1-Methyl-Ethyl)-5-Oxo-Imidazolidin-1-Yl]-Acetic+Acid|
|2-(Acetylamino)-2-Deoxy-6-O-Methyl-Alpha-D-Allopyranose|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=2-(Acetylamino)-2-Deoxy-6-O-Methyl-Alpha-D-Allopyranose|
|Norcamphor|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Norcamphor|
|10-Propargyl-5,8-Dideazafolic Acid|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=10-Propargyl-5,8-Dideazafolic+Acid|
|L-Myo-Inositol-1-Phosphate|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=L-Myo-Inositol-1-Phosphate|
|1-(O-Carboxy-Phenylamino)-1-Deoxy-D-Ribulose-5-Phosphate|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=1-(O-Carboxy-Phenylamino)-1-Deoxy-D-Ribulose-5-Phosphate|
|S-Phosphocysteine|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=S-Phosphocysteine|
|10-CF3C(OH)2-DDACTHF|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=10-CF3C(OH)2-DDACTHF|
|3-Deoxy-D-Manno-Oct-2-Ulosonic Acid|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=3-Deoxy-D-Manno-Oct-2-Ulosonic+Acid|
|Biotinyl P-Nitroaniline|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Biotinyl+P-Nitroaniline|
|4'-Deaza-1'-Aza-2'-Deoxy-1'-(9-Methylene)-Immucillin-H, (3r,4r)-N-[9-Deazahypoxanthin-9-Yl)Methyl]-4-Hydroxymethyl-Pyrrolidin-3-Ol|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=4'-Deaza-1'-Aza-2'-Deoxy-1'-(9-Methylene)-Immucillin-H,+(3r,4r)-N-[9-Deazahypoxanthin-9-Yl)Methyl]-4-Hydroxymethyl-Pyrrolidin-3-Ol|
|Meta-Tyrosine|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Meta-Tyrosine|
|Glutaric Acid|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Glutaric+Acid|
|5-Iodouracil|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=5-Iodouracil|
|CRA_11092|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=CRA_11092|
|2-(2-{2-[2-(2-{2-[2-(2-Ethoxy-Ethoxy)-Ethoxy]-Ethoxy}-Ethoxy)-Ethoxy]-Ethoxy}-Ethoxy)-Ethanol, Polyethyleneglycol Peg400|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=2-(2-{2-[2-(2-{2-[2-(2-Ethoxy-Ethoxy)-Ethoxy]-Ethoxy}-Ethoxy)-Ethoxy]-Ethoxy}-Ethoxy)-Ethanol,+Polyethyleneglycol+Peg400|
|N-{1-[5-(1-Carbamoyl-2-Mercapto-Ethylcarbamoyl)-Pentylcarbamoyl]-2-[4-(Difluoro-Phosphono-Methyl)-Phenyl]-Ethyl}-3-{2-[4-(Difluoro-Phosphono-Methyl)-Phenyl]-Acetylamino}-Succinamic Acid|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=N-{1-[5-(1-Carbamoyl-2-Mercapto-Ethylcarbamoyl)-Pentylcarbamoyl]-2-[4-(Difluoro-Phosphono-Methyl)-Phenyl]-Ethyl}-3-{2-[4-(Difluoro-Phosphono-Methyl)-Phenyl]-Acetylamino}-Succinamic+Acid|
|Sp-876|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Sp-876|
|Cyclohexylformamide|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Cyclohexylformamide|
|P-Hydroxybenzaldehyde|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=P-Hydroxybenzaldehyde|
|Cyclohexane|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Cyclohexane|
|Tetrahydrodeoxyuridine|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Tetrahydrodeoxyuridine|
|Tetradecane|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Tetradecane|
|(4r)-2-Methylpentane-2,4-Diol|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=(4r)-2-Methylpentane-2,4-Diol|
|1-O-Octyl-2-Heptylphosphonyl-Sn-Glycero-3-Phosphoethanolamine|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=1-O-Octyl-2-Heptylphosphonyl-Sn-Glycero-3-Phosphoethanolamine|
|Spermidine|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Spermidine|
|N-Acetyl-2-Deoxy-2-Amino-Galactose|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=N-Acetyl-2-Deoxy-2-Amino-Galactose|
|Butanoic Acid|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Butanoic+Acid|
|4,5-Dehydro-L-Iduronic Acid|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=4,5-Dehydro-L-Iduronic+Acid|
|Tris-Hydroxymethyl-Methyl-Ammonium|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Tris-Hydroxymethyl-Methyl-Ammonium|
|3-(5-Amino-7-Hydroxy-[1,2,3]Triazolo[4,5-D]Pyrimidin-2-Yl)-N-(3,5-Dichlorobenzyl)-Benzamide|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=3-(5-Amino-7-Hydroxy-[1,2,3]Triazolo[4,5-D]Pyrimidin-2-Yl)-N-(3,5-Dichlorobenzyl)-Benzamide|
|FR230513|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=FR230513|
|WRR-99|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=WRR-99|
|Ferricrocin-Iron|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Ferricrocin-Iron|
|Phencyclidine|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Phencyclidine|
|N-Pyridoxyl-Threonine-5-Monophosphate|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=N-Pyridoxyl-Threonine-5-Monophosphate|
|Alpha-Benzyl-Aminobenzyl-Phosphonic Acid|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Alpha-Benzyl-Aminobenzyl-Phosphonic+Acid|
|Pyruvamide|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Pyruvamide|
|Pyridoxyl-N,O-Cycloserylamide-5-Monophosphate|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Pyridoxyl-N,O-Cycloserylamide-5-Monophosphate|
|Glucose-6-Phosphate|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Glucose-6-Phosphate|
|N~2~-Succinylornithine|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=N~2~-Succinylornithine|
|(2e,3s)-3-Hydroxy-5'-[(4-Hydroxypiperidin-1-Yl)Sulfonyl]-3-Methyl-1,3-Dihydro-2,3'-Biindol-2'(1'h)-One|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=(2e,3s)-3-Hydroxy-5'-[(4-Hydroxypiperidin-1-Yl)Sulfonyl]-3-Methyl-1,3-Dihydro-2,3'-Biindol-2'(1'h)-One|
