| Generic Name | Targetmine URL |
|Acetyldigitoxin|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Acetyldigitoxin|
|Vancomycin|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Vancomycin|
|Aminocaproic Acid|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Aminocaproic+Acid|
|(1s,3s,4s)-1,3,4-Triphospho-Myo-Inositol|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=(1s,3s,4s)-1,3,4-Triphospho-Myo-Inositol|
|Dextromethorphan|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Dextromethorphan|
|Cisplatin|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Cisplatin|
|Bentoquatam|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Bentoquatam|
|Anisotropine Methylbromide|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Anisotropine+Methylbromide|
|Albendazole|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Albendazole|
|Trandolapril|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Trandolapril|
|Caspofungin|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Caspofungin|
|Carteolol|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Carteolol|
|Bentiromide|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Bentiromide|
|Alitretinoin|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Alitretinoin|
|Metolazone|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Metolazone|
|Tolnaftate|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Tolnaftate|
|Oxaliplatin|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Oxaliplatin|
|Levocabastine|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Levocabastine|
|Dibucaine|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Dibucaine|
|Lercanidipine|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Lercanidipine|
|Foscarnet|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Foscarnet|
|Erlotinib|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Erlotinib|
|Cyclophosphamide|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Cyclophosphamide|
|Mephenytoin|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Mephenytoin|
|Rofecoxib|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Rofecoxib|
|Chlormerodrin|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Chlormerodrin|
|Cefdinir|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Cefdinir|
|Guanidine|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Guanidine|
|Ciprofloxacin|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Ciprofloxacin|
|Gadoversetamide|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Gadoversetamide|
|Toremifene|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Toremifene|
|Nortriptyline|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Nortriptyline|
|Vincristine|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Vincristine|
|Benazepril|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Benazepril|
|Amoxapine|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Amoxapine|
|Fluorouracil|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Fluorouracil|
|Pyridostigmine|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Pyridostigmine|
|Adinazolam|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Adinazolam|
|Desoximetasone|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Desoximetasone|
|Azelaic Acid|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Azelaic+Acid|
|Zafirlukast|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Zafirlukast|
|Propylthiouracil|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Propylthiouracil|
|Acetohydroxamic Acid|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Acetohydroxamic+Acid|
|Pentostatin|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Pentostatin|
|Methoxsalen|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Methoxsalen|
|Piroxicam|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Piroxicam|
|Ambenonium|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Ambenonium|
|Lamotrigine|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Lamotrigine|
|Perflutren|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Perflutren|
|Hydroxyzine|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Hydroxyzine|
|Zanamivir|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Zanamivir|
|Bosentan|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Bosentan|
|Tigecycline|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Tigecycline|
|Doxapram|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Doxapram|
|Benzthiazide|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Benzthiazide|
|Methotrexate|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Methotrexate|
|Carbamazepine|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Carbamazepine|
|Cisatracurium Besylate|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Cisatracurium+Besylate|
|Succimer|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Succimer|
|Cephalexin|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Cephalexin|
|Voriconazole|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Voriconazole|
|Proflavine|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Proflavine|
|Cinnarizine|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Cinnarizine|
|Fondaparinux sodium|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Fondaparinux+sodium|
|Vinblastine|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Vinblastine|
|Propranolol|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Propranolol|
|Atropine|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Atropine|
|Fenoprofen|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Fenoprofen|
|Fenfluramine|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Fenfluramine|
|Clonidine|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Clonidine|
|Sulfamethizole|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Sulfamethizole|
|Valaciclovir|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Valaciclovir|
|Carbenicillin|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Carbenicillin|
|Mazindol|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Mazindol|
|Valdecoxib|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Valdecoxib|
|Lactulose|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Lactulose|
|Cefadroxil|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Cefadroxil|
|Enalapril|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Enalapril|
|Nizatidine|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Nizatidine|
|Diclofenac|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Diclofenac|
|Cinalukast|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Cinalukast|
|Fluticasone Propionate|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Fluticasone+Propionate|
|Lisuride|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Lisuride|
|Doxazosin|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Doxazosin|
|Fluocinolone Acetonide|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Fluocinolone+Acetonide|
|Piperazine|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Piperazine|
|Ethosuximide|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Ethosuximide|
|Amiloride|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Amiloride|
|Oxytetracycline|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Oxytetracycline|
|Halobetasol Propionate|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Halobetasol+Propionate|
|Metaraminol|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Metaraminol|
|Butorphanol|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Butorphanol|
|Gadoteridol|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Gadoteridol|
|Labetalol|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Labetalol|
|Thiopental|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Thiopental|
|Monobenzone|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Monobenzone|
|Linezolid|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Linezolid|
|Ivermectin|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Ivermectin|
|Medroxyprogesterone|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Medroxyprogesterone|
|Cisapride|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Cisapride|
|Sulindac|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Sulindac|
|Cyclothiazide|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Cyclothiazide|
|Nafcillin|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Nafcillin|
|Chloroquine|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Chloroquine|
|Ethionamide|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Ethionamide|
|Bisoprolol|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Bisoprolol|
|Amodiaquine|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Amodiaquine|
|Furazolidone|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Furazolidone|
|Rifabutin|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Rifabutin|
|Candoxatril|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Candoxatril|
|Paramethadione|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Paramethadione|
|Demeclocycline|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Demeclocycline|
|Imatinib|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Imatinib|
|Triamcinolone|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Triamcinolone|
|Oxandrolone|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Oxandrolone|
|Nicardipine|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Nicardipine|
|Fluphenazine|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Fluphenazine|
|Testosterone|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Testosterone|
|Efavirenz|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Efavirenz|
|Mebendazole|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Mebendazole|
|(S)-Wiskostatin|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=(S)-Wiskostatin|
|Bacitracin|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Bacitracin|
|Niacin|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Niacin|
|Clorazepate|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Clorazepate|
|Guanabenz|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Guanabenz|
|Alendronate|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Alendronate|
|Clofarabine|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Clofarabine|
|Docosanol|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Docosanol|
|Dexmedetomidine|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Dexmedetomidine|
|Sulfacetamide|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Sulfacetamide|
|Prednisone|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Prednisone|
|Clofibrate|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Clofibrate|
|Astemizole|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Astemizole|
|Inulin|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Inulin|
|Butoconazole|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Butoconazole|
|Adenosine|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Adenosine|
|Simvastatin|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Simvastatin|
|Pemetrexed|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Pemetrexed|
|Gonadorelin|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Gonadorelin|
|Dyclonine|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Dyclonine|
|Nystatin|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Nystatin|
|Propoxyphene|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Propoxyphene|
|Mitotane|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Mitotane|
|Stavudine|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Stavudine|
|Leucovorin|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Leucovorin|
|Dyphylline|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Dyphylline|
|Pentazocine|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Pentazocine|
|Magnesium Sulfate|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Magnesium+Sulfate|
|Latanoprost|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Latanoprost|
|Estrone|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Estrone|
|Trazodone|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Trazodone|
|Mecamylamine|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Mecamylamine|
|Sevelamer|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Sevelamer|
|Acamprosate|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Acamprosate|
|Methazolamide|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Methazolamide|
|(3r)-1-Acetyl-3-Methylpiperidine|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=(3r)-1-Acetyl-3-Methylpiperidine|
|Metaxalone|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Metaxalone|
|Verapamil|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Verapamil|
|Trimethobenzamide|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Trimethobenzamide|
|Flumethasone Pivalate|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Flumethasone+Pivalate|
|Sulfametopyrazine|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Sulfametopyrazine|
|Nilutamide|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Nilutamide|
|Nafarelin|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Nafarelin|
|Histamine Phosphate|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Histamine+Phosphate|
|Epinephrine|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Epinephrine|
|Sumatriptan|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Sumatriptan|
|Pirenzepine|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Pirenzepine|
|Cefixime|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Cefixime|
|Chlorpropamide|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Chlorpropamide|
|Pyoverdine-Chromophore|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Pyoverdine-Chromophore|
|Aprepitant|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Aprepitant|
|Galantamine|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Galantamine|
|Tamoxifen|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Tamoxifen|
|Benzyl Benzoate|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Benzyl+Benzoate|
|Isoflurophate|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Isoflurophate|
|Losartan|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Losartan|
|Thioridazine|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Thioridazine|
|Moricizine|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Moricizine|
|Amphotericin B|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Amphotericin+B|
|Warfarin|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Warfarin|
|Midazolam|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Midazolam|
|Tobramycin|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Tobramycin|
|(4r,5s,6s,7r)-1,3-Dibenzyl-4,7-Bis(Phenoxymethyl)-5,6-Dihydroxy-1,3 Diazepan-2-One|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=(4r,5s,6s,7r)-1,3-Dibenzyl-4,7-Bis(Phenoxymethyl)-5,6-Dihydroxy-1,3+Diazepan-2-One|
|Trovafloxacin|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Trovafloxacin|
|Pentosan Polysulfate|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Pentosan+Polysulfate|
|Fludrocortisone|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Fludrocortisone|
|Mycophenolate mofetil|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Mycophenolate+mofetil|
|Cephaloglycin|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Cephaloglycin|
|Flurazepam|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Flurazepam|
|Moexipril|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Moexipril|
|Phentolamine|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Phentolamine|
|Fluorescein|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Fluorescein|
|Daunorubicin|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Daunorubicin|
|Furosemide|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Furosemide|
|Ergotamine|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Ergotamine|
|Tizanidine|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Tizanidine|
|Nitrofurantoin|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Nitrofurantoin|
|Nicergoline|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Nicergoline|
|Eplerenone|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Eplerenone|
|Amprenavir|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Amprenavir|
|Icodextrin|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Icodextrin|
|Naltrexone|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Naltrexone|
|Delavirdine|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Delavirdine|
|Tamsulosin|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Tamsulosin|
|Porfimer|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Porfimer|
|Sufentanil|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Sufentanil|
|Lamivudine|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Lamivudine|
|Ibandronate|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Ibandronate|
|Diethylcarbamazine|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Diethylcarbamazine|
|Flurbiprofen|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Flurbiprofen|
|Oxacillin|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Oxacillin|
|Apomorphine|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Apomorphine|
|Paroxetine|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Paroxetine|
|Nedocromil|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Nedocromil|
|Norethindrone|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Norethindrone|
|Naproxen|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Naproxen|
|Adefovir Dipivoxil|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Adefovir+Dipivoxil|
|Azatadine|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Azatadine|
|Clodronate|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Clodronate|
|Procaine|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Procaine|
|Lisinopril|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Lisinopril|
|Methoxamine|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Methoxamine|
|Imiquimod|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Imiquimod|
|Homatropine Methylbromide|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Homatropine+Methylbromide|
|Trimipramine|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Trimipramine|
|Nitroglycerin|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Nitroglycerin|
|Rocuronium|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Rocuronium|
|Diphemanil Methylsulfate|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Diphemanil+Methylsulfate|
|Thiabendazole|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Thiabendazole|
|Gadobenate Dimeglumine|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Gadobenate+Dimeglumine|
|Dolasetron|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Dolasetron|
|Nateglinide|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Nateglinide|
|Atracurium|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Atracurium|
|Pralidoxime|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Pralidoxime|
|Risperidone|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Risperidone|
|Naftifine|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Naftifine|
|Esomeprazole|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Esomeprazole|
|Meclizine|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Meclizine|
|Pentamidine|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Pentamidine|
|Hetacillin|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Hetacillin|
|Riluzole|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Riluzole|
|Hydrocortisone|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Hydrocortisone|
|Mannitol|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Mannitol|
|Brompheniramine|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Brompheniramine|
|Zileuton|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Zileuton|
|Modafinil|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Modafinil|
|Deferoxamine|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Deferoxamine|
|Scopolamine|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Scopolamine|
|Carbinoxamine|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Carbinoxamine|
