| Gene Symbol | Targetmine URL |
|:----------:|:------------:|
|RGD1565085|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=RGD1565085|
|RGD1565086|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=RGD1565086|
|RGD1565088|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=RGD1565088|
|RGD1565089|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=RGD1565089|
|RGD1565093|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=RGD1565093|
|RGD1565094|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=RGD1565094|
|RGD1565102|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=RGD1565102|
|RGD1565103|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=RGD1565103|
|RGD1565104|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=RGD1565104|
|RGD1565107|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=RGD1565107|
|RGD1565110|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=RGD1565110|
|RGD1565112|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=RGD1565112|
|RGD1565113|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=RGD1565113|
|RGD1565114|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=RGD1565114|
|RGD1565115|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=RGD1565115|
|RGD1565116|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=RGD1565116|
|RGD1565117|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=RGD1565117|
|RGD1565119|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=RGD1565119|
|RGD1565121|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=RGD1565121|
|RGD1565123|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=RGD1565123|
|RGD1565125|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=RGD1565125|
|RGD1565127|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=RGD1565127|
|RGD1565128|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=RGD1565128|
|RGD1565129|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=RGD1565129|
|RGD1565131|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=RGD1565131|
|RGD1565132|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=RGD1565132|
|RGD1565133|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=RGD1565133|
|RGD1565134|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=RGD1565134|
|RGD1565136|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=RGD1565136|
|RGD1565137|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=RGD1565137|
|RGD1565138|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=RGD1565138|
|RGD1565139|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=RGD1565139|
