| Gene Symbol | Targetmine URL |
|:----------:|:------------:|
|Gm3623|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Gm3623|
|Gm3624|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Gm3624|
|Gm3625|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Gm3625|
|Gm3626|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Gm3626|
|Gm3627|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Gm3627|
|Gm3628|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Gm3628|
|Gm3629|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Gm3629|
|Gm3630|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Gm3630|
|Gm3631|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Gm3631|
|Gm3632|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Gm3632|
|Gm3633|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Gm3633|
|Gm3634|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Gm3634|
|Gm3635|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Gm3635|
|Gm3636|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Gm3636|
|Gm3637|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Gm3637|
|Gm3638|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Gm3638|
|Gm3639|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Gm3639|
|Gm364|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Gm364|
|Gm3640|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Gm3640|
|Gm3641|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Gm3641|
