| Gene Symbol | Targetmine URL |
|:----------:|:------------:|
|SSD|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=SSD|
|Ssfa1|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Ssfa1|
|Ssfa2|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Ssfa2|
|SSFA2|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=SSFA2|
|Ssh1|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Ssh1|
|SSH1|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=SSH1|
|Ssh2|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Ssh2|
|SSH2|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=SSH2|
|Ssh3|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Ssh3|
|SSH3|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=SSH3|
|Ssial1|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Ssial1|
|Ssial2|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Ssial2|
|Ssial3|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Ssial3|
|Ssial4|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Ssial4|
|Ssic1|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Ssic1|
|Ssm1|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Ssm1|
|Ssmem1|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Ssmem1|
|SSMEM1|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=SSMEM1|
|Ssna1|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Ssna1|
|SSNA1|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=SSNA1|
|Sspn|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Sspn|
|SSPN|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=SSPN|
|Sspo|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Sspo|
|SSPO|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=SSPO|
|Ssq|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Ssq|
|Ssr1|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Ssr1|
|SSR1|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=SSR1|
|SSR1P1|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=SSR1P1|
|SSR1P2|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=SSR1P2|
|Ssr2|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Ssr2|
|SSR2|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=SSR2|
|Ssr3|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Ssr3|
|SSR3|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=SSR3|
|Ssr4|http://targetmine.nibio.go.jp/targetmine/keywordSearchResults.do?searchTerm=Ssr4|
